Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),CODK Hide Product (product.metafields.seo.hidden),Age group (product.metafields.shopify.age-group),Book cover type (product.metafields.shopify.book-cover-type),Bookmark shape (product.metafields.shopify.bookmark-shape),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Material (product.metafields.shopify.material),Recommended age group (product.metafields.shopify.recommended-age-group),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-do-over-by-lynn-painter,The Do-Over by Lynn Painter,"<p><span><span class=""Apple-converted-space""> </span>Step into a heartfelt story of second chances with <a href=""chatgpt://generic-entity?number=0"">The Do-Over</a> by <a href=""chatgpt://generic-entity?number=1"">Lynn Painter</a></span></p>
<p> </p>
<p><span>A refreshing and emotional young adult romance that captures the magic of starting over. What if you could relive the same day again and again… and fix everything that went wrong?</span></p>
<p> </p>
<p><span>📖 This charming story follows a girl stuck in a time loop on Valentine’s Day, forced to face heartbreak, awkward moments, and unexpected emotions—until she begins to see life, love, and herself in a completely new way.</span></p>
<p> </p>
<p><span>Filled with humor, romance, and self-discovery, this book is a perfect blend of lighthearted moments and meaningful lessons.</span></p>
<p> </p>
<p><span>Sometimes, all you need… is one more chance. 💕</span></p>
<p> </p>
<p><span>Perfect for readers who love cute romances with a twist, this story will make you smile, feel, and believe in new beginnings. Whether you’re into rom-com vibes or emotional growth journeys, this book is a delightful addition to your collection.</span></p>
<p> </p>
<p><span>🌟 Why you’ll love it:</span></p>
<p><span>• A unique time-loop romance concept</span></p>
<p><span>• Fun, relatable, and easy-to-read writing</span></p>
<p><span>• A mix of humor, love, and self-growth</span></p>
<p><span>• Perfect for young adult and rom-com lovers</span></p>
<p> </p>
<p><span>📚 Add <a href=""chatgpt://generic-entity?number=2"">The Do-Over</a> to your collection today and experience a story full of heart, hope, and second chances.</span></p>",Author’s book & bookmarks,Media > Books,,,true,Title,Default Title,,,,,,,,,0.0,shopify,9,deny,manual,499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/IMG-3044.png?v=1775001739,1,The Do-Over by Lynn Painter by Author’s book & bookmarks – book cover,false,The Do-Over by Lynn Painter | Author's Book & Bookmarks,The Do-Over by Lynn Painter by Author’s book & bookmarks. Order your copy.,784,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
sapiens-a-brief-history-of-humankind-by-yuval-noah-harari,Sapiens: A Brief History of Humankind by Yuval Noah Harari,"<p><span><span class=""Apple-converted-space""> </span>Explore the story of humanity like never before with <a href=""chatgpt://generic-entity?number=0"">Sapiens: A Brief History of Humankind</a> by <a href=""chatgpt://generic-entity?number=1"">Yuval Noah Harari</a></span></p>
<p> </p>
<p><span>A groundbreaking book that takes you on a fascinating journey through the history of humankind—from the earliest humans to the modern world. It challenges the way you think about society, culture, and the forces that shaped our existence.</span></p>
<p> </p>
<p><span>📖 Blending history, science, and philosophy, this book explains how humans evolved, built civilizations, and created systems like money, religion, and governments. It offers powerful insights into why we live the way we do today.</span></p>
<p> </p>
<p><span>This isn’t just history… it’s a new perspective on life itself. 🌌</span></p>
<p> </p>
<p><span>Thought-provoking, bold, and eye-opening, this international bestseller has transformed the way millions understand the world. If you’re curious about humanity, behavior, and the future, this book is a must-read.</span></p>
<p> </p>
<p><span>🌟 Why you’ll love it:</span></p>
<p><span>• A unique and engaging take on human history</span></p>
<p><span>• Combines science, history, and philosophy</span></p>
<p><span>• Easy-to-understand yet deeply insightful</span></p>
<p><span>• Expands your perspective on life and society</span></p>
<p> </p>
<p><span>📚 Add <a href=""chatgpt://generic-entity?number=2"">Sapiens: A Brief History of Humankind</a> to your collection today and discover the story behind who we are.</span></p>",Author’s book & bookmarks,Media > Books,,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,799.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/IMG-3043.png?v=1775001404,1,Sapiens: A Brief History of Humankind by Yuval Noah Harari by Author’s book & bookmarks – book cover,false,Sapiens: A Brief History of | Author's Book & Bookmarks,Sapiens: A Brief History of Humankind by Yuval Noah Harari by Author’s book & bookmarks. Order your copy.,784,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
the-trial-by-franz-kafka,The Trial by Franz Kafka,"<p><span>Enter a world of mystery, absurdity, and psychological depth with <a href=""chatgpt://generic-entity?number=0"">The Trial</a> by <a href=""chatgpt://generic-entity?number=1"">Franz Kafka</a></span></p>
<p> </p>
<p><span>A haunting and timeless classic that follows a man suddenly arrested for a crime he is never told about. As he struggles to defend himself in a strange and oppressive system, the story unfolds into a powerful exploration of guilt, authority, and the confusion of modern life.</span></p>
<p> </p>
<p><span>📖 Through its dark and surreal narrative, this novel captures the feeling of helplessness in the face of an unknowable system—where logic fades and uncertainty takes over. It’s intense, thought-provoking, and deeply symbolic.</span></p>
<p> </p>
<p><span>This isn’t just a story… it’s a reflection of fear, control, and the human condition. 🖤</span></p>
<p> </p>
<p><span>Perfect for readers who enjoy classic literature with deep meaning and philosophical themes, this masterpiece continues to resonate across generations. If you’re looking for a book that challenges your thinking and stays with you long after reading, this is a must-have.</span></p>
<p> </p>
<p><span>🌟 Why you’ll love it:</span></p>
<p><span>• A timeless literary classic</span></p>
<p><span>• Deep psychological and philosophical themes</span></p>
<p><span>• Unique and surreal storytelling style</span></p>
<p><span>• A story that sparks thought and discussion</span></p>
<p> </p>
<p><span>📚 Add <a href=""chatgpt://generic-entity?number=2"">The Trial</a> to your collection today and experience one of the most influential works of modern literature.</span></p>",Author’s book & bookmarks,Media > Books,,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,399.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/IMG-3041.jpg?v=1775000972,1,The Trial by Franz Kafka by Author’s book & bookmarks – book cover,false,The Trial by Franz Kafka | Author's Book & Bookmarks,The Trial by Franz Kafka by Author’s book & bookmarks. Order your copy.,784,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
the-mountain-is-you-by-brianna-wiest,The Mountain Is You by Brianna Wiest,"<p><span>Transform your mindset and unlock your true potential with <a href=""chatgpt://generic-entity?number=0"">The Mountain Is You</a> by <a href=""chatgpt://generic-entity?number=1"">Brianna Wiest</a></span></p>
<p> </p>
<p><span>A powerful guide to understanding self-sabotage and turning your biggest obstacles into your greatest strengths. This book beautifully explains how the challenges you face are often created within—and how you have the power to overcome them.</span></p>
<p> </p>
<p><span>📖 Through deep insights and practical wisdom, it helps you recognize destructive patterns, heal emotional wounds, and build a stronger, more self-aware version of yourself. It’s not just about success—it’s about inner transformation.</span></p>
<p> </p>
<p><span>The mountain standing in your way… is you. And that’s the most powerful realization of all. ⛰️</span></p>
<p> </p>
<p><span>This book is perfect for anyone on a journey of self-growth, healing, and personal development. Whether you’re feeling stuck, overwhelmed, or ready to level up your life, this read will guide you every step of the way.</span></p>
<p> </p>
<p><span>🌟 Why you’ll love it:</span></p>
<p><span>• Deep insights into self-sabotage and emotional patterns</span></p>
<p><span>• Helps build self-awareness and mental strength</span></p>
<p><span>• Inspiring and easy-to-understand writing style</span></p>
<p><span>• Perfect for personal growth and mindset improvement</span></p>
<p> </p>
<p><span>📚 Add <a href=""chatgpt://generic-entity?number=2"">The Mountain Is You</a> to your collection today and start becoming the best version of yourself.</span></p>",Author’s book & bookmarks,Media > Books,,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,399.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/IMG-3040.png?v=1775000590,1,The Mountain Is You by Brianna Wiest by Author’s book & bookmarks – book cover,false,The Mountain Is You by Brianna Wiest | Author's Book & Bookmarks,The Mountain Is You by Brianna Wiest by Author’s book & bookmarks. Order your copy.,784,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
the-vegetarian-by-han-kang,The Vegetarian by Han Kang,"<p><span>Step into a haunting and thought-provoking world with <a href=""chatgpt://generic-entity?number=0"">The Vegetarian</a> by <a href=""chatgpt://generic-entity?number=1"">Han Kang</a></span></p>
<p> </p>
<p><span>A powerful and deeply unsettling novel that explores the boundaries of human desire, control, and identity. What begins as a simple decision—to stop eating meat—slowly transforms into a quiet rebellion that disrupts everything around it.</span></p>
<p> </p>
<p><span>📖 Told through multiple perspectives, this story reveals how one woman’s choice challenges societal norms, relationships, and the expectations placed upon her. As the narrative unfolds, it dives into themes of autonomy, violence, and the human psyche in a way that is both disturbing and mesmerizing.</span></p>
<p> </p>
<p><span>This isn’t a typical story—it’s an experience that lingers in your mind long after you’ve finished reading.</span></p>
<p> </p>
<p><span>Raw. Uncomfortable. Unforgettable. 🖤</span></p>
<p> </p>
<p><span>Perfect for readers who enjoy literary fiction with deep meaning and psychological depth, this internationally acclaimed novel offers a unique reading experience unlike any other.</span></p>
<p> </p>
<p><span>🌟 Why you’ll love it:</span></p>
<p><span>• Deep, symbolic and thought-provoking storytelling</span></p>
<p><span>• Unique narrative style with multiple perspectives</span></p>
<p><span>• Explores themes of identity, control, and rebellion</span></p>
<p><span>• Award-winning and globally recognized novel</span></p>
<p> </p>
<p><span>📚 Add <a href=""chatgpt://generic-entity?number=2"">The Vegetarian</a> to your collection today and discover a story that challenges the way you think and feel.</span></p>",Author’s book & bookmarks,Media > Books,,,true,Title,Default Title,,,,,,,,,0.0,shopify,6,deny,manual,399.00,499.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/IMG-3039.png?v=1775000117,1,The Vegetarian by Han Kang by Author’s book & bookmarks – book cover,false,The Vegetarian by Han Kang | Author's Book & Bookmarks,The Vegetarian by Han Kang by Author’s book & bookmarks. Order your copy.,784,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
deep-work-by-cal-newport,Deep Work by Cal Newport,"<p><span>Take control of your focus and productivity with <a href=""chatgpt://generic-entity?number=0"">Deep Work</a> by <a href=""chatgpt://generic-entity?number=1"">Cal Newport</a></span></p>
<p> </p>
<p><span>In today’s fast-paced, distraction-filled world, the ability to focus deeply has become rare—and incredibly valuable. This powerful book introduces the concept of “deep work,” a skill that allows you to achieve more in less time while producing high-quality results.</span></p>
<p> </p>
<p><span>📖 Through practical insights and real-world examples, this book teaches you how to eliminate distractions, improve concentration, and build habits that lead to success in both your personal and professional life.</span></p>
<p> </p>
<p><span>Whether you’re a student, entrepreneur, or working professional, mastering deep work can completely transform the way you think, learn, and perform.</span></p>
<p> </p>
<p><span>This isn’t just a productivity book… it’s a life-changing skill. ⚡</span></p>
<p> </p>
<p><span>If you want to level up your focus, reduce distractions, and achieve meaningful results, this book is a must-have in your collection.</span></p>
<p> </p>
<p><span>🌟 Why you’ll love it:</span></p>
<p><span>• Proven strategies to improve focus and productivity</span></p>
<p><span>• Helps you eliminate distractions in a digital world</span></p>
<p><span>• Practical and easy-to-apply techniques</span></p>
<p><span>• Perfect for students, creators, and professionals</span></p>
<p> </p>
<p><span>📚 Add <a href=""chatgpt://generic-entity?number=2"">Deep Work</a> to your collection today and start working smarter, not harder.</span></p>",Author’s book & bookmarks,Media > Books,,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,399.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/IMG-3038.png?v=1774999787,1,Deep Work by Cal Newport by Author’s book & bookmarks – book cover,false,Deep Work by Cal Newport | Author's Book & Bookmarks,Deep Work by Cal Newport by Author’s book & bookmarks. Get your copy and start today.,784,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
the-book-thief-by-markus-zusak,The Book Thief by Markus Zusak,"<p><span>Experience one of the most powerful stories ever written with <a href=""chatgpt://generic-entity?number=0"">The Book Thief</a> by <a href=""chatgpt://generic-entity?number=1"">Markus Zusak</a></span></p>
<p> </p>
<p><span>Set in Nazi Germany, this unforgettable novel tells the story of a young girl who finds comfort in stealing books and sharing their words during one of the darkest times in history. Narrated in a unique and haunting way, the story beautifully captures the power of words, love, and humanity.</span></p>
<p> </p>
<p><span>📖 Through moments of loss, friendship, and quiet courage, you’ll witness how stories can become a form of resistance, hope, and survival. It’s emotional, poetic, and deeply moving—leaving an impact long after the final page.</span></p>
<p> </p>
<p><span>This is not just a book… it’s a journey through life, death, and everything in between. 🖤</span></p>
<p> </p>
<p><span>Perfect for readers who love meaningful, thought-provoking, and emotional storytelling, this global bestseller has touched millions of hearts worldwide. If you’re looking for a book that makes you feel deeply and think differently, this is a must-have.</span></p>
<p> </p>
<p><span>🌟 Why you’ll love it:</span></p>
<p><span>• A unique and unforgettable narrative style</span></p>
<p><span>• Deeply emotional and thought-provoking story</span></p>
<p><span>• Beautiful writing that stays with you</span></p>
<p><span>• A timeless classic loved by readers worldwide</span></p>
<p> </p>
<p><span>📚 Add <a href=""chatgpt://generic-entity?number=2"">The Book Thief</a> to your collection today and discover the extraordinary power of words.</span></p>",Author’s book & bookmarks,Media > Books,,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,599.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/IMG-3037.png?v=1774999547,1,The Book Thief by Markus Zusak by Author’s book & bookmarks – book cover,false,The Book Thief by Markus Zusak | Author's Book & Bookmarks,The Book Thief by Markus Zusak by Author’s book & bookmarks. Order your copy.,784,,,,,,,,,,,,,,,paperback,,,historical-fiction; drama; literature,english,,,,teens-young-adults; adults,,g,,,active
the-silent-patient-by-alex-michaelides,The Silent Patient by Alex Michaelides,"<p><span>Step into the world of mystery and psychological suspense with <a href=""chatgpt://generic-entity?number=0"">The Silent Patient</a> by <a href=""chatgpt://generic-entity?number=1"">Alex Michaelides</a></span></p>
<p> </p>
<p><span>A gripping thriller that will keep you hooked from the very first page to the shocking final twist. This story revolves around a woman who commits a violent act—and then suddenly stops speaking… forever.</span></p>
<p> </p>
<p><span>📖 As a psychotherapist becomes obsessed with uncovering the truth behind her silence, the story unfolds layer by layer, revealing dark secrets, hidden motives, and a past that refuses to stay buried.</span></p>
<p> </p>
<p><span>Every page pulls you deeper into a mind-bending journey where nothing is what it seems. Just when you think you’ve figured it out… the story takes a turn you’ll never see coming.</span></p>
<p> </p>
<p><span>This isn’t just a thriller—it’s a puzzle. 🧩</span></p>
<p> </p>
<p><span>Perfect for readers who love suspense, mystery, and psychological drama, this international bestseller has captivated millions around the world. If you enjoy stories that keep you guessing till the end, this book is a must-have for your collection.</span></p>
<p> </p>
<p><span>🌟 Why you’ll love it:</span></p>
<p><span>• A fast-paced, page-turning thriller</span></p>
<p><span>• Unpredictable twists and a shocking ending</span></p>
<p><span>• Deep psychological storytelling</span></p>
<p><span>• Perfect for mystery &amp; suspense lovers</span></p>
<p> </p>
<p><span>📚 Add <a href=""chatgpt://generic-entity?number=2"">The Silent Patient</a> to your collection today and experience one of the most talked-about thrillers of all time.</span></p>",Author’s book & bookmarks,Media > Books,,,true,Title,Default Title,,,,,,,,,0.0,shopify,9,deny,manual,699.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/IMG-3036.jpg?v=1774999291,1,The Silent Patient by Alex Michaelides by Author’s book & bookmarks – book cover,false,The Silent Patient by Alex | Author's Book & Bookmarks,The Silent Patient by Alex Michaelides by Author’s book & bookmarks. Order your copy.,784,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
she-was-only-mine-by-abhinav-ojha,She Was Only Mine By Abhinav Ojha,"<p><span>Dive into a modern love story with <a href=""chatgpt://generic-entity?number=0"">She Was Only Mine</a> by <a href=""chatgpt://generic-entity?number=1"">Abhinav Ojha</a></span></p>
<p> </p>
<p><span>A heartfelt tale that beautifully captures the innocence of love, the pain of misunderstandings, and the emotions we often leave unspoken. This story takes you on a journey through relationships, timing, and the bittersweet reality that not every love story gets its perfect ending.</span></p>
<p> </p>
<p><span>📖 Through relatable characters and real-life emotions, this book explores what it truly means to love someone deeply — and what happens when life takes unexpected turns. It’s soft, emotional, and something every reader can connect with.</span></p>
<p> </p>
<p><span>This isn’t just a love story… it’s a feeling. 💕</span></p>
<p> </p>
<p><span>If you enjoy romantic reads filled with emotions, memories, and a touch of heartbreak, this book is a perfect addition to your collection. Whether you’re a hopeless romantic or someone who appreciates realistic storytelling, this one will stay with you long after you’ve finished reading.</span></p>
<p> </p>
<p><span>🌟 Why you’ll love it:</span></p>
<p><span>• A relatable and emotional love story</span></p>
<p><span>• Simple yet deeply impactful writing</span></p>
<p><span>• Perfect for romance lovers</span></p>
<p><span>• A story that feels real and personal</span></p>
<p> </p>
<p><span>📚 Add <a href=""chatgpt://generic-entity?number=2"">She Was Only Mine</a> to your collection today and experience a story that speaks straight to the heart.</span></p>",Author’s book & bookmarks,,,,true,Title,Default Title,,,,,,,,,0.0,shopify,9,deny,manual,350.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/IMG-3035.png?v=1774999012,1,She Was Only Mine By Abhinav Ojha by Author’s book & bookmarks – book cover,false,She Was Only Mine By Abhinav Ojha | Author's Book & Bookmarks,She Was Only Mine By Abhinav Ojha by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
a-thousand-splendid-suns-by-khaled-hosseini,A Thousand Splendid Suns By Khaled Hosseini,"<p><span>✨ Discover the unforgettable journey of <a href=""chatgpt://generic-entity?number=0"">A Thousand Splendid Suns</a> by <a href=""chatgpt://generic-entity?number=1"">Khaled Hosseini</a></span></p>
<p> </p>
<p><span>A deeply moving story set against the backdrop of war-torn Afghanistan, this novel beautifully captures the strength of women, the power of love, and the resilience of the human spirit.</span></p>
<p> </p>
<p><span>📖 Through the lives of two extraordinary women, you’ll witness a bond that rises above pain, loss, and unimaginable hardship. Their journey is filled with sacrifice, courage, and moments that will leave you emotional long after you turn the last page.</span></p>
<p> </p>
<p><span>This is not just a book you read — it’s a story you feel. 💛</span></p>
<p> </p>
<p><span>If you are someone who loves emotional, meaningful, and powerful storytelling, this masterpiece deserves a place on your shelf. Whether you’re building your personal library or looking for a book that truly connects with your heart, this one is a must-have.</span></p>
<p> </p>
<p><span>🌟 Why you’ll love it:</span></p>
<p><span>• A gripping and emotional storyline</span></p>
<p><span>• Beautifully written by a world-renowned author</span></p>
<p><span>• A story that stays with you forever</span></p>
<p><span>• Perfect for readers who enjoy deep, impactful novels</span></p>
<p> </p>
<p><span>📚 Add <a href=""chatgpt://generic-entity?number=2"">A Thousand Splendid Suns</a> to your collection today and experience a story that has touched millions of hearts around the world.</span></p>",Author’s book & bookmarks,,,,true,Title,Default Title,,,,,,,,,0.0,shopify,9,deny,manual,600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/IMG-3034.png?v=1774998545,1,A Thousand Splendid Suns By Khaled Hosseini by Author’s book & bookmarks – book cover,false,A Thousand Splendid Suns By Khaled | Author's Book & Bookmarks,A Thousand Splendid Suns By Khaled Hosseini by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
titanic-pose-bookmark,Titanic Pose bookmark,"<p>Inspired by a timeless tale of love at the edge of the ocean, this bookmark honors courage, freedom, and choosing your own horizon. It’s for readers who believe in fleeting moments that last forever, in love that teaches you how to breathe deeper, and in stories that stay with you long after the page is turned.</p>
<div class=""product-description-wrapper"">
<div class=""product__description rte quick-add-hidden"">
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>
</div>
</div>
<p><button class=""share-button__button""><span class=""svg-wrapper""><svg viewbox=""0 0 13 12"" class=""icon icon-share"" fill=""none"" xmlns=""http://www.w3.org/2000/svg""><path d=""M1.625 8.125v2.167a1.083 1.083 0 0 0 1.083 1.083h7.584a1.083 1.083 0 0 0 1.083-1.083V8.125"" stroke-linejoin=""round"" stroke-linecap=""round"" stroke=""currentColor""></path><path clip-rule=""evenodd"" d=""M6.148 1.271a.5.5 0 0 1 .707 0L9.563 3.98a.5.5 0 0 1-.707.707L6.501 2.332 4.147 4.687a.5.5 0 1 1-.708-.707z"" fill-rule=""evenodd"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M6.5 1.125a.5.5 0 0 1 .5.5v6.5a.5.5 0 0 1-1 0v-6.5a.5.5 0 0 1 .5-.5"" fill-rule=""evenodd"" fill=""currentColor""></path></svg></span></button></p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,,true,Title,Default Title,,,,,,,,,0.0,shopify,8,deny,manual,39.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsAppImage2026-02-10at12.16.40AM.jpg?v=1770662976,1,Titanic Pose bookmark by Author’s book & bookmarks – book cover,false,Titanic Pose bookmark | Author's Book & Bookmarks,Titanic Pose bookmark by Author’s book & bookmarks. Shop unique bookmarks at Author's Book & Bookmarks.,Office Supplies > General Office Supplies > Bookmarks,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
change-your-habits-change-your-life-your-guide-to-an-awesome-life-by-ashdin-doctor,"Change Your Habits, Change Your Life: Your Guide To An Awesome Life By Ashdin Doctor","<p data-start=""175"" data-end=""484""><strong data-start=""175"" data-end=""215"">Change Your Habits, Change Your Life</strong> by Ashdin Doctor is a practical and inspiring guide to building a healthier, happier, and more balanced life—one habit at a time. Backed by real-life insights and years of experience, this book shows how small, consistent changes can create powerful long-term results.</p>
<p data-start=""486"" data-end=""799"">Ashdin Doctor breaks down everyday habits related to health, mindset, productivity, sleep, food, and self-discipline, making them easy to understand and even easier to apply. With a friendly, no-pressure approach, the book encourages progress over perfection and helps readers create routines that actually stick.</p>
<p data-start=""801"" data-end=""1023"">Whether you want to feel more energetic, focused, confident, or in control of your life, this book offers simple tools and actionable steps to get there. It’s perfect for anyone who wants personal growth without overwhelm.</p>",Author’s book & bookmarks,Media > Books > Print Books,book,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/crosswordonline-books-default-title-change-your-habits-change-your-life-your-guide-to-an-awesome-life-paperback-ashdin-doctor-40410716963033.webp?v=1770225588,1,"Change Your Habits, Change Your Life: Your Guide To An Awesome Life By Ashdin Doctor by Author’s book & bookmarks – book cove",false,"Change Your Habits, Change Your | Author's Book & Bookmarks","Change Your Habits, Change Your Life: Your Guide To An Awesome Life By Ashdin Doctor by Author’s book & bookmarks. Get your copy and start today.",Media > Books,,,,,,,,,,,,,,,paperback,,,self-help-personal-development,english,,,,adults,,g,,,active
untold-thiongs-by-writers-pocket,Untold Things By Writer's Pocket,"<p data-start=""111"" data-end=""353""><strong data-start=""111"" data-end=""128"">Untold Things</strong> by Writer’s Pocket is a gentle collection of thoughts, emotions, and feelings that often stay unspoken. This book gives words to silences—those quiet moments of love, pain, hope, and self-reflection that live deep within us.</p>
<p data-start=""355"" data-end=""637"">Written in a simple yet heartfelt style, each page feels personal and relatable, as if the book understands what you couldn’t say out loud. It explores themes of healing, heartbreak, growth, and emotional honesty, making it a comforting read for anyone navigating their inner world.</p>
<p data-start=""639"" data-end=""793""><em data-start=""639"" data-end=""654"">Untold Things</em> is not just a book—it’s a safe space. Perfect for late-night reading, slow mornings, or moments when you need to feel seen and understood.</p>",Author’s book & bookmarks,Media > Books > Print Books,book,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/611r3VFUNFL._SY466.jpg?v=1770301638,1,Untold Things By Writer's Pocket by Author’s book & bookmarks – book cover,false,Untold Things By Writer's Pocket | Author's Book & Bookmarks,Untold Things By Writer's Pocket by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,paperback,,,self-help-personal-development; literature,english,,,,adults,,g,,,active
100-lyrics-gulzar-by-gulzar,100 Lyrics : Gulzar By Gulzar,"<p data-start=""118"" data-end=""394""><strong data-start=""118"" data-end=""140"">100 Lyrics: Gulzar</strong> is a beautifully curated collection of some of the most memorable and poetic song lyrics written by Gulzar. Spanning decades of Hindi cinema, this book brings together verses that have shaped emotions, memories, and moments for generations of listeners.</p>
<p data-start=""396"" data-end=""716"">With his unmatched ability to turn simple words into profound feelings, Gulzar explores love, separation, time, longing, and life itself. Each lyric reads like poetry—rich in imagery, gentle in expression, and deeply reflective—showcasing why Gulzar remains one of the most revered voices in Indian literature and music.</p>
<p data-start=""718"" data-end=""931"">This book is perfect for readers who love poetry, cinema, and the timeless beauty of Hindi songs. <em data-start=""816"" data-end=""836"">100 Lyrics: Gulzar</em> allows you to experience familiar songs in a new way—slowly, quietly, and with deeper meaning.</p>",Author’s book & bookmarks,Media > Books > Print Books,book,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,299.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/61pRVy0FJcL._SL1400.webp?v=1770225187,1,100 Lyrics : Gulzar By Gulzar by Author’s book & bookmarks – book cover,false,100 Lyrics : Gulzar By Gulzar | Author's Book & Bookmarks,100 Lyrics : Gulzar By Gulzar by Author’s book & bookmarks. Add this collection to your shelf.,Media > Books,,,,,,,,,,,,,,,paperback,,,arts; literature; music,english,,,,adults,,g,,,active
all-this-love-poems-by-ashish-bagrecha,All This Love : Poems By Ashish Bagrecha,"<hr data-start=""120"" data-end=""123"">
<p data-start=""125"" data-end=""382""><strong data-start=""125"" data-end=""142"">All This Love</strong> by Ashish Bagrecha is a tender collection of poems that explores love in its many forms—romantic, broken, healing, and hopeful. With simple yet powerful words, the poet captures emotions that feel deeply personal and universally relatable.</p>
<p data-start=""384"" data-end=""627"">These poems speak of longing, vulnerability, separation, and the quiet strength found in loving and letting go. Written in a gentle, conversational style, the verses feel like late-night thoughts and unsent letters—honest, raw, and comforting.</p>
<p data-start=""629"" data-end=""844"">This book is perfect for readers who find solace in poetry that understands their feelings. <em data-start=""721"" data-end=""736"">All This Love</em> is for those who have loved deeply, lost softly, and are still learning how to hold their hearts with care.</p>",Author’s book & bookmarks,Media > Books > Print Books,book,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,399.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/https___image-hub.reproindialtd.com_9789373078489.webp?v=1770224887,1,All This Love : Poems By Ashish Bagrecha by Author’s book & bookmarks – book cover,false,All This Love : Poems By Ashish | Author's Book & Bookmarks,All This Love : Poems By Ashish Bagrecha by Author’s book & bookmarks. Add this collection to your shelf.,Media > Books,,,,,,,,,,,,,,,paperback,,,literature; book,english,,,,adults,,g,,,active
